,SMILES,set,SMILES_canonical,novel
387,CCCCCCCCN1Cc2c(c3c(C(=O)NCc4cccc(Cl)c4)cccc3C(F)(F)F)nc2C(C)(C)[C@@H]1c1ccccc1,prior,CCCCCCCCN1CC2=C(c3c(C(=O)NCc4cccc(Cl)c4)cccc3C(F)(F)F)N=C2C(C)(C)[C@@H]1c1ccccc1,1
388,CC1CCN(CCCCN(C)C)c1C1(CO)CCCC1,prior,CC1CCN(CCCCN(C)C)C1C1(CO)CCCC1,1
390,Oc1ccc(NC(=O)C(Nc2nn[nH]n2)CC)cc1,prior,CCC(Nc1nn[nH]n1)C(=O)Nc1ccc(O)cc1,1
392,Nc1nc(C(=O)O)c(Cl)c(-c2ccccc2)c1C,prior,Cc1c(N)nc(C(=O)O)c(Cl)c1-c1ccccc1,1
393,CN(C)C1CCCC(Nc2nnc(-c3ccccn3)n2CC(C)C)C1,prior,CC(C)Cn1c(NC2CCCC(N(C)C)C2)nnc1-c1ccccn1,1
394,CCNc1ccc(-n2cc(NC(=O)C(F)(F)F)nc2N)c(OCC(=O)O)c1,prior,CCNc1ccc(-n2cc(NC(=O)C(F)(F)F)nc2N)c(OCC(=O)O)c1,1
395,CCN1C[C@@H]2[C@@H](C(=O)c3ccccc3)CN(c3cccc(C)c3)[C@@]2(CO)CC1,prior,CCN1CC[C@@]2(CO)[C@H](C1)[C@@H](C(=O)c1ccccc1)CN2c1cccc(C)c1,1
396,Cc1nn(C2CCN(C(=O)c3c(F)cc(Br)c(OC)c3OC3CCC[C@H]23)CC2CCCC2)s1,prior,COc1c(Br)cc(F)c2c1OC1CCC[C@@H]1C(n1nc(C)s1)CCN(CC1CCCC1)C2=O,1
397,Cc1nnc(N2CCOCC2)o1,prior,Cc1nnc(N2CCOCC2)o1,1
398,COc1ccccc1C(=O)N[C@H]1CC[C@H]2Cc3c(nccc3OCCCO)CCC[C@]2(C)C[C@@H]1O,prior,COc1ccccc1C(=O)N[C@H]1CC[C@H]2Cc3c(OCCCO)ccnc3CCC[C@]2(C)C[C@@H]1O,1
400,Cc1nc(-c2ccc(NC(=O)N[C@H](C)n3cccc3)cc2)nc2ccccc12,prior,Cc1nc(-c2ccc(NC(=O)N[C@H](C)n3cccc3)cc2)nc2ccccc12,1
401,O=C1/N=C(\SCCC(C)(C)C)NC(=O)N1c1ccc(Cl)cc1,prior,CC(C)(C)CCSc1nc(=O)n(-c2ccc(Cl)cc2)c(=O)[nH]1,1
402,CN1CCCCC1C12CCCCC2CN1Cc1ccccc1,prior,CN1CCCCC1C12CCCCC1CN2Cc1ccccc1,1
403,Oc1ccc(-c2ccc(O)c(O)c2)c(OCC(F)(F)F)n1,prior,Oc1ccc(-c2ccc(O)c(O)c2)c(OCC(F)(F)F)n1,1
404,O=C1c2ccc(Cl)cc2CC1(C)C,prior,CC1(C)Cc2cc(Cl)ccc2C1=O,1
405,N=C(N)NCCNc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1C,prior,Cc1cc(C(=O)Nc2ccc(Cl)cc2)ccc1NCCNC(=N)N,1
406,CCN1C(=O)N(c2ccc(OCc3ccc(C(F)(F)F)nc3)cc2)CC1,prior,CCN1CCN(c2ccc(OCc3ccc(C(F)(F)F)nc3)cc2)C1=O,1
407,C[S+](CCCN1CCC(O)C(c2cccc(OCc3ccc(Cl)cc3)c2)C1)c1cccnc1.[I-],prior,C[S+](CCCN1CCC(O)C(c2cccc(OCc3ccc(Cl)cc3)c2)C1)c1cccnc1.[I-],1
408,CCOc1ccc(C(=O)NC(CC(=O)NCc2ccc(F)c(F)c2)c2c(C)c(F)ccc2C(F)(F)F)cc1,prior,CCOc1ccc(C(=O)NC(CC(=O)NCc2ccc(F)c(F)c2)c2c(C(F)(F)F)ccc(F)c2C)cc1,1
409,CCCNC(=O)c1cc(O)c(O)c2nccc(C(=O)c3ccc(C(C)(C)C)cc3)c12,prior,CCCNC(=O)c1cc(O)c(O)c2nccc(C(=O)c3ccc(C(C)(C)C)cc3)c12,1
410,COc1ccc(-c2cc(Cl)n(-c3ccccc3)c2)cc1C,prior,COc1ccc(-c2cc(Cl)n(-c3ccccc3)c2)cc1C,1
411,CCCCN1CCCCC1=O,prior,CCCCN1CCCCC1=O,1
413,CC(C)(C)c1ccccc1N1CCC(N2CCN(c3ccc(Cl)cc3)CC2)CC1,prior,CC(C)(C)c1ccccc1N1CCC(N2CCN(c3ccc(Cl)cc3)CC2)CC1,1
414,CN(C)CCCCC(C)c1ccc2c(c1)OCCCN1CCCCC1C2,prior,CC(CCCCN(C)C)c1ccc2c(c1)OCCCN1CCCCC1C2,1
415,CC(C)C(CCC)c1ncc(C(F)(F)F)cc1-c1ccc(C)c(O)c1C,prior,CCCC(c1ncc(C(F)(F)F)cc1-c1ccc(C)c(O)c1C)C(C)C,1
416,CC(C)(C)OC(=O)OCc1ccc2c(c1)N1CCC(N(C)c3ccc(F)cc3)CC1c1ccccc12,prior,CN(c1ccc(F)cc1)C1CCN2c3cc(COC(=O)OC(C)(C)C)ccc3-c3ccccc3C2C1,1
417,CC(C(=O)NCC(=O)O)c1ccc(Oc2cccc(F)c2)c2c(OC)cc(O)cc12,prior,COc1cc(O)cc2c(C(C)C(=O)NCC(=O)O)ccc(Oc3cccc(F)c3)c12,1
418,CCOC(=O)c1csc(NC2=CC(=O)c3ccccc32)c1C,prior,CCOC(=O)c1csc(NC2=CC(=O)c3ccccc32)c1C,1
420,CC1(C)CCCC1=CCc1cccc(OC)c1,prior,COc1cccc(CC=C2CCCC2(C)C)c1,1
421,Cc1ccc(Cl)c(CN2CCCN2C(=O)c2ccc(F)cc2OC(=O)O)c1,prior,Cc1ccc(Cl)c(CN2CCCN2C(=O)c2ccc(F)cc2OC(=O)O)c1,1
422,CC(C(=O)O)c1ccc(OC(=O)CN(C(C)=O)NCc2cccc(OC)c2)cc1,prior,COc1cccc(CNN(CC(=O)Oc2ccc(C(C)C(=O)O)cc2)C(C)=O)c1,1
423,CNC(=O)CCNC(=O)NCCNC(=O)C(=O)NCCNc1ccccc1,prior,CNC(=O)CCNC(=O)NCCNC(=O)C(=O)NCCNc1ccccc1,1
424,CCOC(=O)c1ccc(OC)cc1-c1cc(Oc2ccccc2)oc1,prior,CCOC(=O)c1ccc(OC)cc1-c1coc(Oc2ccccc2)c1,1
425,c1cn(-c2ccc(OC)c(OCC)c2-c2ccc(F)cc2)c(C)c1,prior,CCOc1c(OC)ccc(-n2cccc2C)c1-c1ccc(F)cc1,1
426,O=[N+]([O-])c1ccc2c3c(c(C(=O)NC4CCNCC4)ncc13)c1nccc(N)c12,prior,Nc1ccnc2c1-c1ccc([N+](=O)[O-])c3cnc(C(=O)NC4CCNCC4)c-2c13,1
428,Cc1nc(-c2ccc(F)cc2)c(-c2ccc(C(=O)O)cc2)nc1-c1ccc(Cl)c(C(F)(F)F)c1,prior,Cc1nc(-c2ccc(F)cc2)c(-c2ccc(C(=O)O)cc2)nc1-c1ccc(Cl)c(C(F)(F)F)c1,1
431,CCN(CC)C(=O)N1CC(=O)N(C2=C(Nc3ccccc3)CN(C3CCN(C)CC3)CC2)C1,prior,CCN(CC)C(=O)N1CC(=O)N(C2=C(Nc3ccccc3)CN(C3CCN(C)CC3)CC2)C1,1
432,CCCCCNC(=O)CCCNC(=O)C1CCC(=O)N1c1cccc(C)c1,prior,CCCCCNC(=O)CCCNC(=O)C1CCC(=O)N1c1cccc(C)c1,1
433,O=C(NOC(=O)Cc1ccc(Cl)cc1)c1ccccc1,prior,O=C(Cc1ccc(Cl)cc1)ONC(=O)c1ccccc1,1
434,N#Cc1ncc(C(=O)NCCN2CCN(C(=O)CN3C(=O)OCC3)CC2)nc1,prior,N#Cc1cnc(C(=O)NCCN2CCN(C(=O)CN3CCOC3=O)CC2)cn1,1
436,CCCCCC(=O)c1ccc(CC(C)C)cc1OCCCCCCC(=O)NC1CCCCC1,prior,CCCCCC(=O)c1ccc(CC(C)C)cc1OCCCCCCC(=O)NC1CCCCC1,1
438,O=C(CC(=O)N(c1ccccc1Cl)C(=O)O)C(F)(F)F,prior,O=C(O)N(C(=O)CC(=O)C(F)(F)F)c1ccccc1Cl,1
440,CCCN(CCCCCNC(=O)[C@H](Cc1ccc(Cl)[nH]1)N(CC)S(=O)(=O)c1cccc2ncc(C(F)(F)F)cc12)c1ccc(Cl)cc1,prior,CCCN(CCCCCNC(=O)[C@H](Cc1ccc(Cl)[nH]1)N(CC)S(=O)(=O)c1cccc2ncc(C(F)(F)F)cc12)c1ccc(Cl)cc1,1
441,CCOCCOCCCCNC(=O)c1ccc2c(c1)C(=O)Cc1ccccc1C2,prior,CCOCCOCCCCNC(=O)c1ccc2c(c1)C(=O)Cc1ccccc1C2,1
442,CN1CCc2c(C)n(CCCCC(C)C)nc2C1,prior,Cc1c2c(nn1CCCCC(C)C)CN(C)CC2,1
443,CCN1CCN(Cc2cc(O)c3c(c2)OCO3)CN(C(=O)O)C1(C)C,prior,CCN1CCN(Cc2cc(O)c3c(c2)OCO3)CN(C(=O)O)C1(C)C,1
445,COc1cccc(C(=O)NCCCC(=O)N[C@@H](C)C(=O)O)c1,prior,COc1cccc(C(=O)NCCCC(=O)N[C@@H](C)C(=O)O)c1,1
446,COc1ccccc1OCC(C)c1ccc(OC)cc1,prior,COc1ccc(C(C)COc2ccccc2OC)cc1,1
448,COc1ccc(C(c2cccc3ccccc23)c2cccc(O)c2)cc1,prior,COc1ccc(C(c2cccc(O)c2)c2cccc3ccccc23)cc1,1
449,CC1(C)[C@H](CNC(=O)[C@@H](NC(=O)[C@@H]2CCOCC2=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)Nc2ccccc2)O1,prior,CC1(C)O[C@H]1CNC(=O)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)Nc1ccccc1)NC(=O)[C@@H]1CCOCC1=O,1
450,CN(C)C1(C(=O)N2CCOCC2)C(=O)NC(=O)N1CCN1CCNCC1,prior,CN(C)C1(C(=O)N2CCOCC2)C(=O)NC(=O)N1CCN1CCNCC1,1
451,CN1CC(Nc2cc(Cl)c(Cl)cc2Cl)c2ccc(Cl)cc21,prior,CN1CC(Nc2cc(Cl)c(Cl)cc2Cl)c2ccc(Cl)cc21,1
452,COc1ccc(C(=O)O)cc1Nc1ncnc(-c2ccc(C(=O)O)cc2)n1,prior,COc1ccc(C(=O)O)cc1Nc1ncnc(-c2ccc(C(=O)O)cc2)n1,1
453,CCN(CC)CCN(Cc1ccc(N(Cc2ccc(F)cc2)c2ccccc2)cc1)C(=O)OC,prior,CCN(CC)CCN(Cc1ccc(N(Cc2ccc(F)cc2)c2ccccc2)cc1)C(=O)OC,1
454,CC(=O)OCCC(=O)N1N=C2c3ccccc3NC1=C2,prior,CC(=O)OCCC(=O)n1nc2cc1Nc1ccccc1-2,1
456,CN(C(=O)C1CCCC1)C1CCN(C(C(=O)O)=O)CC1,prior,CN(C(=O)C1CCCC1)C1CCN(C(=O)C(=O)O)CC1,1
457,Cc1cc2c(C)c(CCN3CCOC[C@H]3O)cc(-c3cccc(-c4ccccc4)c3)c(OC3CCN(CC)CC3)c2c1,prior,CCN1CCC(Oc2c(-c3cccc(-c4ccccc4)c3)cc(CCN3CCOC[C@H]3O)c(C)c3cc(C)cc2-3)CC1,1
459,CCCCCOc1ccc(Nc2nnnn2C)c(C(=O)N(C)C(=O)N2CCC(N(C)N)CC2)n1,prior,CCCCCOc1ccc(Nc2nnnn2C)c(C(=O)N(C)C(=O)N2CCC(N(C)N)CC2)n1,1
460,COC(=O)c1cnc2ncc(C(=O)O)cc2n1,prior,COC(=O)c1cnc2ncc(C(=O)O)cc2n1,1
461,CN(CCCC(=O)c1ccc(F)cc1)c1cc(Cl)ccc1F,prior,CN(CCCC(=O)c1ccc(F)cc1)c1cc(Cl)ccc1F,1
462,CC(C)Cc1ccc(CNC(C)=O)cc1,prior,CC(=O)NCc1ccc(CC(C)C)cc1,1
463,CCOC1CCCN(C(=O)CN2CCCC(=O)c3ccc(Cl)cc32)C1,prior,CCOC1CCCN(C(=O)CN2CCCC(=O)c3ccc(Cl)cc32)C1,1
464,CCCCc1cnccc1O,prior,CCCCc1cnccc1O,1
468,COc1cc(Cl)ccc1-c1c(NCc2ccc(Cl)c(F)c2)c(=O)[nH]c2ccccc12,prior,COc1cc(Cl)ccc1-c1c(NCc2ccc(Cl)c(F)c2)c(=O)[nH]c2ccccc12,1
469,NCCC(c1ccccc1)OCC(=O)OC,prior,COC(=O)COC(CCN)c1ccccc1,1
470,O=C(/C=C/c1ccco1)c1cc(-c2cnc(-c3ccccc3)nc2)oc1,prior,O=C(/C=C/c1ccco1)c1coc(-c2cnc(-c3ccccc3)nc2)c1,1
471,CC(C)N(C(=O)c1ccccc1)CCCCN(C)C(=O)c1ccccc1,prior,CC(C)N(CCCCN(C)C(=O)c1ccccc1)C(=O)c1ccccc1,1
473,Cc1ccc2c(c1)C(Cc1ccccc1)N(CCN1CCN(c3ccccc3)CC1)CC2,prior,Cc1ccc2c(c1)C(Cc1ccccc1)N(CCN1CCN(c3ccccc3)CC1)CC2,1
474,COc1cc(Nc2cc(C#N)ccc2-c2ncnc3ccccc23)cc2[nH]c(=O)c(C)nc12,prior,COc1cc(Nc2cc(C#N)ccc2-c2ncnc3ccccc23)cc2[nH]c(=O)c(C)nc12,1
475,CC(=O)c1cc2c(cc1C(=O)c1ccccc1)OCC2,prior,CC(=O)c1cc2c(cc1C(=O)c1ccccc1)OCC2,1
476,COC(=O)c1c(C)c(-c2ccc(OCCN3CCC(CCCCNCc4cccc(C)c4)cc3)CC2)cc(C(F)(F)F)c1,prior,COC(=O)c1cc(C(F)(F)F)cc(C2=CC=C(OCCN3C=CC(CCCCNCc4cccc(C)c4)CC3)CC2)c1C,1
478,COc1ccc(NC(=O)c2ccccn2)cc1,prior,COc1ccc(NC(=O)c2ccccn2)cc1,1
479,Cc1nnc(S)n1CC1CCC1,prior,Cc1nnc(S)n1CC1CCC1,1
481,Nc1cccc(-c2nnn(Cc3ccc(Cl)cc3)c2)c1,prior,Nc1cccc(-c2cn(Cc3ccc(Cl)cc3)nn2)c1,1
485,c1ccc(-c2nc(C)cn(Cc3ccc(C)cc3)c2=O)cc1,prior,Cc1ccc(Cn2cc(C)nc(-c3ccccc3)c2=O)cc1,1
486,CCCCCCCCCCCCCCCCCCCCCCNC[C@@H](O)CNC(N)=O,prior,CCCCCCCCCCCCCCCCCCCCCCNC[C@@H](O)CNC(N)=O,1
487,CCCN(C(=O)c1ccc2ccccc2c1)C(C)Cc1cnc(NCCC(=O)NC)nn1,prior,CCCN(C(=O)c1ccc2ccccc2c1)C(C)Cc1cnc(NCCC(=O)NC)nn1,1
488,CN1C(=O)c2cccc(OC)c2C(=O)Nc2ccc(NC(C)(C)C)c(Cl)c21,prior,COc1cccc2c1C(=O)Nc1ccc(NC(C)(C)C)c(Cl)c1N(C)C2=O,1
489,Cc1ccc(CC(=O)N2CCN(CC(C)C)[C@@H](CCCNCCC(F)F)C(=O)N2c2ccccc2)cc1F,prior,Cc1ccc(CC(=O)N2CCN(CC(C)C)[C@@H](CCCNCCC(F)F)C(=O)N2c2ccccc2)cc1F,1
490,CCCCCCCCCCCCCCNc1c(-c2ccccc2)c2ccccc2n1-c1cccc(C)c1,prior,CCCCCCCCCCCCCCNc1c(-c2ccccc2)c2ccccc2n1-c1cccc(C)c1,1
491,CCCCCCCC(=O)c1cccc(C)c1N1CCOCC1,prior,CCCCCCCC(=O)c1cccc(C)c1N1CCOCC1,1
492,CCOc1cccc(-c2cc(C(=O)Nc3cccc(Cl)c3)sc2Cl)c1,prior,CCOc1cccc(-c2cc(C(=O)Nc3cccc(Cl)c3)sc2Cl)c1,1
493,O=c1c(O)c(O)cc(S(=O)(=O)Nc2ccccc2)[nH]1,prior,O=c1[nH]c(S(=O)(=O)Nc2ccccc2)cc(O)c1O,1
494,CCCOC(=O)c1cn2c(=O)[nH]c3cc(N4CCN(C5CCCC5)CC4)ccc3nc2c1=O,prior,CCCOC(=O)c1cn2c(=O)[nH]c3cc(N4CCN(C5CCCC5)CC4)ccc3nc-2c1=O,1
495,CC(=O)OC[C@@H]1CC[C@H]1CN(Cc1ccc(-c2cc(Cl)cc(C)c2)cc1)[C@H]1C[C@H]2CCCC[C@]2(C)[C@H]1O,prior,CC(=O)OC[C@@H]1CC[C@H]1CN(Cc1ccc(-c2cc(C)cc(Cl)c2)cc1)[C@H]1C[C@H]2CCCC[C@]2(C)[C@H]1O,1
496,CN1CCc2cc(Nc3ccc(-c4ccccc4)cc3)c(-c3ccccc3Cl)nc2N1CC,prior,CCN1c2nc(-c3ccccc3Cl)c(Nc3ccc(-c4ccccc4)cc3)cc2CCN1C,1
497,CC(=O)N(CC(F)(F)F)CN(CCC(=O)CCCN1CCOCC1)c1ccc2c(c1)NC1=CCC(O)=C2N1,prior,CC(=O)N(CN(CCC(=O)CCCN1CCOCC1)c1ccc2c(c1)NC1=CCC(O)=C2N1)CC(F)(F)F,1
500,Cc1ccc(C(=O)OCCN(C)C)nc1NC(=O)C1CCCN(C(=O)[C@@H](Cc2ccc(O)cc2)CC1)c1cccc2ccccc12,prior,Cc1ccc(C(=O)OCCN(C)C)nc1NC(=O)C1CCCN(c2cccc3ccccc23)C(=O)[C@@H](Cc2ccc(O)cc2)CC1,1
501,O=C1CN(CC(Cl)Cl)c2ccc(Cl)cc2C(=O)N1CCCCc1cnc(C(F)(F)F)cc1,prior,O=C1CN(CC(Cl)Cl)c2ccc(Cl)cc2C(=O)N1CCCCc1ccc(C(F)(F)F)nc1,1
502,Cc1ccc(-c2cc(Cl)ccc2S(=O)(=O)Nc2cccc(-c3ccc(C(=O)NCc4ccc(N)cc4)cc3)n2)cc1.Cl,prior,Cc1ccc(-c2cc(Cl)ccc2S(=O)(=O)Nc2cccc(-c3ccc(C(=O)NCc4ccc(N)cc4)cc3)n2)cc1.Cl,1
503,COc1cc(/C=C/C(=O)Nc2cccc(C(=O)Nc3ccccc3)c2)cnc1C,prior,COc1cc(/C=C/C(=O)Nc2cccc(C(=O)Nc3ccccc3)c2)cnc1C,1
504,O=C(c1ccc(F)cc1)c1ccc(N2CCN(c3ccc(C(C)C)cc3)CC2)cc1C,prior,Cc1cc(N2CCN(c3ccc(C(C)C)cc3)CC2)ccc1C(=O)c1ccc(F)cc1,1
505,CC(O)c1cccc(SC2=C(Cc3cccc(C(F)(F)F)c3)CN(C3CCC(=O)N3)C2)c1,prior,CC(O)c1cccc(SC2=C(Cc3cccc(C(F)(F)F)c3)CN(C3CCC(=O)N3)C2)c1,1
507,Cc1cccc(S(=O)(=O)N(C)CCNc2ccc(CNCC(=O)Nc3ccccc3)cc2C(=O)O)c1,prior,Cc1cccc(S(=O)(=O)N(C)CCNc2ccc(CNCC(=O)Nc3ccccc3)cc2C(=O)O)c1,1
508,CNC(=S)c1nn(Cc2cccc(C)c2)nc1OCc1ccc(N(CC)CC(F)(F)F)cc1,prior,CCN(CC(F)(F)F)c1ccc(COc2nn(Cc3cccc(C)c3)nc2C(=S)NC)cc1,1
509,O=C(NCCCN1CCCN(C(=O)c2ccccc2)CC1)c1ccccc1F,prior,O=C(NCCCN1CCCN(C(=O)c2ccccc2)CC1)c1ccccc1F,1
510,CN(C)C(=O)CNC(=O)c1nc(-c2cccc(Cl)c2)c2cc(C)ccc2n1,prior,Cc1ccc2nc(C(=O)NCC(=O)N(C)C)nc(-c3cccc(Cl)c3)c2c1,1
513,O=C(CSc1ccc(Nc2nc(-c3ccccc3)no2)cc1)c1cccc(-c2cccc(OC)c2)c1,prior,COc1cccc(-c2cccc(C(=O)CSc3ccc(Nc4nc(-c5ccccc5)no4)cc3)c2)c1,1
514,Cc1cc(Cl)c(NC(=O)c2ccc(N3CCN(c4ccccc4)CC3)nc2C2CC2)c(C)c1,prior,Cc1cc(C)c(NC(=O)c2ccc(N3CCN(c4ccccc4)CC3)nc2C2CC2)c(Cl)c1,1
515,Cc1ccc(-c2nnc(Nc3cc(Cl)ccc3N)n2Cc2ccc(OC)cc2)o1,prior,COc1ccc(Cn2c(Nc3cc(Cl)ccc3N)nnc2-c2ccc(C)o2)cc1,1
516,COc1ccc(-c2n[nH]c(CCN3CCOCC3)c2C)cc1,prior,COc1ccc(-c2n[nH]c(CCN3CCOCC3)c2C)cc1,1
517,CC(C)(C)c1c(F)c(C(=O)N[C@H](Cc2ccccc2)c2cc(OC)c(O)cc2)ccc1O[C@H]1CC[C@H]2C(C)C[C@@H](CC(=O)O)C[C@@H]2C1=O,prior,COc1cc([C@@H](Cc2ccccc2)NC(=O)c2ccc(O[C@H]3CC[C@H]4C(C)C[C@@H](CC(=O)O)C[C@@H]4C3=O)c(C(C)(C)C)c2F)ccc1O,1
518,CCOc1cc(OC(=O)COc2ccccc2)ccc1OCC1CCN(C(C)=O)CC1,prior,CCOc1cc(OC(=O)COc2ccccc2)ccc1OCC1CCN(C(C)=O)CC1,1
519,CN(C)c1nnc(NC(=O)c2ccc(Cl)cc2)o1,prior,CN(C)c1nnc(NC(=O)c2ccc(Cl)cc2)o1,1
520,Cn1cccc1-c1ccccc1Nc1nnc(-c2ccccc2)cc1-c1ccccc1C,prior,Cc1ccccc1-c1cc(-c2ccccc2)nnc1Nc1ccccc1-c1cccn1C,1
522,O=C(CCCC(=O)Nc1ccc2ccccc2c1)N(C)CCNc1ccccc1,prior,CN(CCNc1ccccc1)C(=O)CCCC(=O)Nc1ccc2ccccc2c1,1
523,N=C(N)Nc1ccc(S(=O)(=O)N(C)C)cc1,prior,CN(C)S(=O)(=O)c1ccc(NC(=N)N)cc1,1
525,CCCc1nc(Nc2ccccc2)c(C)n(C)c1=O,prior,CCCc1nc(Nc2ccccc2)c(C)n(C)c1=O,1
526,Cc1n[nH]c2c1CCN(CCNC1CCOCC1)C2,prior,Cc1n[nH]c2c1CCN(CCNC1CCOCC1)C2,1
528,Cc1oc(-c2ccccc2)cc1-c1ccc2c(c1)C(C(=O)O)C1=C(O)C(O)=C(C)C(C)(C(=O)O)C21,prior,CC1=C(O)C(O)=C2C(C(=O)O)c3cc(-c4cc(-c5ccccc5)oc4C)ccc3C2C1(C)C(=O)O,1
529,C[C@H]1CC(CCNC(=O)c2cccnc2)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,prior,C[C@H]1CC(CCNC(=O)c2cccnc2)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,1
530,Cc1ccc(CN(C)C)cc1-c1ccc(C(=O)N[C@H]2CCCC(COc3ccc(O)cc3)C2)cc1,prior,Cc1ccc(CN(C)C)cc1-c1ccc(C(=O)N[C@H]2CCCC(COc3ccc(O)cc3)C2)cc1,1
531,CC(=O)NCc1sc(S(=O)(=O)c2cc(CN3CCCCC3)ccc2Cl)cc1,prior,CC(=O)NCc1ccc(S(=O)(=O)c2cc(CN3CCCCC3)ccc2Cl)s1,1
532,O=C(Nc1ccc(Cl)cc1)N1CCN(c2cc(-c3ccc(C(F)(F)F)cc3)ccc2F)CC1,prior,O=C(Nc1ccc(Cl)cc1)N1CCN(c2cc(-c3ccc(C(F)(F)F)cc3)ccc2F)CC1,1
533,O=C(COC(=O)C1CCCN(CCN2CCOCC2)C1)c1ccc(-c2cccc(O)c2)cc1,prior,O=C(COC(=O)C1CCCN(CCN2CCOCC2)C1)c1ccc(-c2cccc(O)c2)cc1,1
535,O=C(Nc1ccc(Cl)[nH]1)OCCC(C)C,prior,CC(C)CCOC(=O)Nc1ccc(Cl)[nH]1,1
538,O=c1oc2ccc(S(=O)(=O)Nc3ccco3)cc2c(=O)[nH]1,prior,O=c1[nH]c(=O)c2cc(S(=O)(=O)Nc3ccco3)ccc2o1,1
539,Cc1ccc(CNC(=O)/C=C/c2ccccc2)cc1,prior,Cc1ccc(CNC(=O)/C=C/c2ccccc2)cc1,1
540,CN1CCN(Cc2cn3cncnc3c2)C[C@]2(C)C1=C(C)OC2,prior,CC1=C2N(C)CCN(Cc3cc4ncncn4c3)C[C@@]2(C)CO1,1
541,COc1ccc(C(=O)Nc2ccc(NC(=O)c3ccco3)c(C(F)(F)F)c2)cc1,prior,COc1ccc(C(=O)Nc2ccc(NC(=O)c3ccco3)c(C(F)(F)F)c2)cc1,1
542,CNCC(c1cncc(Cl)c1)CCC(=O)c1ccccc1,prior,CNCC(CCC(=O)c1ccccc1)c1cncc(Cl)c1,1
543,O=C(O)c1cc(Cl)c(F)c(Cl)c1,prior,O=C(O)c1cc(Cl)c(F)c(Cl)c1,1
544,O=C(COC(=O)c1csc2ccccc12)c1cscc1C,prior,Cc1cscc1C(=O)COC(=O)c1csc2ccccc12,1
545,OC(c1ccc(Cl)cc1)c1nc(-c2ccco2)nc(N2CCCCC2)c1C,prior,Cc1c(C(O)c2ccc(Cl)cc2)nc(-c2ccco2)nc1N1CCCCC1,1
546,O=C(c1ccc(F)cc1)c1ccc(OC)cc1,prior,COc1ccc(C(=O)c2ccc(F)cc2)cc1,1
547,Cc1ccc(CC2CC(Cc3ccccc3)c3ccccc3C2)cc1,prior,Cc1ccc(CC2Cc3ccccc3C(Cc3ccccc3)C2)cc1,1
549,Cc1ccc(C)cc1C(=O)OCc1ccc(C)cc1Cl,prior,Cc1ccc(COC(=O)c2cc(C)ccc2C)c(Cl)c1,1
550,O=S(=O)(c1ccc(O)nn1)c1ccccc1,prior,O=S(=O)(c1ccccc1)c1ccc(O)nn1,1
552,COc1ccc(S(=O)(=O)NC(=O)CC(C)(C)CC(=O)O)c(OC)n1,prior,COc1ccc(S(=O)(=O)NC(=O)CC(C)(C)CC(=O)O)c(OC)n1,1
553,COc1ccc2cccc(C(=O)O)c2c1,prior,COc1ccc2cccc(C(=O)O)c2c1,1
554,CC(C)c1cccc(CN2C(=O)OCc3cccnc32)c1,prior,CC(C)c1cccc(CN2C(=O)OCc3cccnc32)c1,1
556,CCN(Cc1cccc(C(F)(F)F)c1)n1ncc(C(O)CO)c1C#Cc1ccc(C)cc1,prior,CCN(Cc1cccc(C(F)(F)F)c1)n1ncc(C(O)CO)c1C#Cc1ccc(C)cc1,1
557,COc1c(F)c(F)co1,prior,COc1occ(F)c1F,1
559,CC(O)c1ccc(NC(=O)/C=C/c2nc3ccccc3n(Cc3ccc(Cl)cc3)c2=O)c(C(F)(F)F)c1,prior,CC(O)c1ccc(NC(=O)/C=C/c2nc3ccccc3n(Cc3ccc(Cl)cc3)c2=O)c(C(F)(F)F)c1,1
561,Cc1cnnc(N)c1NC(=O)CNS(=O)(=O)c1ccccc1,prior,Cc1cnnc(N)c1NC(=O)CNS(=O)(=O)c1ccccc1,1
562,O=C1OCc2cc3c(=O)[nH]c(=O)oc3n12,prior,O=C1OCc2cc3c(=O)[nH]c(=O)oc3n21,1
566,O=C(/C=C/c1ccc(Cl)c(C(F)(F)F)c1)N1CCCC1,prior,O=C(/C=C/c1ccc(Cl)c(C(F)(F)F)c1)N1CCCC1,1
567,CC(C)C1CCC(CC(=O)C(N)C)C1C(=O)OCC1CCCC(C(=O)O)c2ccccc21,prior,CC(N)C(=O)CC1CCC(C(C)C)C1C(=O)OCC1CCCC(C(=O)O)c2ccccc21,1
569,C[C@@H]1C(C)=CCC1=CCC1=C(OC)C(C)(C)C[C@@H]1O.[Na+],prior,COC1=C(CC=C2CC=C(C)[C@H]2C)[C@@H](O)CC1(C)C.[Na+],1
574,CCC(C)CC(=O)N1CCC(c2nc3ccccc3cc2Oc2ccccc2)CC1,prior,CCC(C)CC(=O)N1CCC(c2nc3ccccc3cc2Oc2ccccc2)CC1,1
